"spa","Comment"
"─Parece que conoces reglas de otras
regiones. ¿Por qué no jugamos combinando
las reglas de F. H. con las nuestras?",""
"─Parece que conoces reglas de otras
regiones. ¿Por qué no jugamos combinando
las reglas del espacio con las nuestras?",""
"─Parece que conoces reglas de otras
regiones. ¿Por qué no jugamos combinando
las reglas de {Esthar} con las nuestras?",""
"Para poder jugar necesitas
como mínimo 5 cartas.",""
"La regla {Blue}“abierto”{White} se ha
propagado a esta región.",""
"La regla {Blue}“igual”{White} se ha
propagado a esta región.",""
"La regla {Blue}“suma”{White} se ha
propagado a esta región.",""
"La regla {Blue}“mano mezclada”{White} se ha
propagado a esta región.",""
"La regla {Blue}“hasta la muerte”{White} se ha
propagado a esta región.",""
"La regla {Blue}“otro intento”{White} se ha
propagado a esta región.",""
"La regla {Blue}“pared”{White} se ha
propagado a esta región.",""
"La regla {Blue}“elemental”{White} se ha
propagado a esta región.",""
"La regla {Blue}“abierto”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“igual”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“suma”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“mano mezclada”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“hasta la muerte”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“otro intento”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“pared”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“elemental”{White} ha sido
abolida en esta región.",""
"«{Balamb}»",""
"«{Galbadia}»",""
"«{Trabia}»",""
"«{Centra}»",""
"«{Dollet}»",""
"«Fisherman's Horizon»",""
"«Espacio»",""
"«{Esthar}»",""
"«No hay reglas opcionales.»",""
"#bcsaka_1","125"
"Niño travieso
─......",""
"─¡Ahhhh!",""
"─¡Qué malo es!",""
"─Qué tipo...
Siempre se mete conmigo.",""
"Propietario del hotel
─¿Estás bien?
¿Te has hecho daño?",""
"Propietario del hotel
─¡Estoy harto de ese crío!
La próxima vez le daré un buen coscorrón.",""
"─No permitiré que nadie le haga daño
a mi hija, tampoco un mocoso como él.",""
"Propietario del hotel
─Zell,
eso también va por tí.",""
"Zell
─¿Qué?{Wait032}
¿Por qué?",""
"Propietario del hotel
─A ti también te da por
atormentar a las chicas
que te gustan, ¿verdad?",""
"─No lo hagas más, que un
día te ganarás una paliza.",""
"Irvine
─¡Ja, ja, ja!
Cuando yo era pequeño también era así,
pero ahora soy un tipo serio.",""
"Irvine
─¿Verdad, Zell?",""
"Zell
─Si tú lo dices...",""
"─Hace casi diez años que me
encargo de este hotel. Por aquí han
pasado muchos viajeros.",""
"─Ya es hora de pensar un poco en
mi familia. ¿Por qué no nos vamos todos
de vacaciones?",""
"─La próxima vez haré un dibujo
de ese pez tan chulo.",""
"─Papá me ha dicho que me
comprará muchos lápices de color azul.",""
"─......",""
"Propietario del hotel
─¡Qué brisa tan agradable!
{NewPage}
─Recorre la ciudad,
esparciendo el aroma 
del mar y...",""
"... y me oxida el coche. El cartel
también se está poniendo herrumbroso. ",""
"Propietario del hotel
─“Venga al Hotel Balamb
donde le serviremos con afán.”
{NewPage}
─¿Qué te parece?
Podríamos utilizarlo como
eslogan publicitario.",""
"─¿Qué opinas?
Es bueno, ¿verdad? Soy un artista.",""
"Zell
─Tiene poco gancho.
¿Y algo sobre el mar?",""
"Propietario del hotel
─¡No es mala idea!
A ver, déjame pensar...",""
"Propietario del hotel
─¡Ya está!
Venga al Hotel Balamb
donde le serviremos con afán.
{NewPage}
─Aquí podrá disfrutar
de la fresca brisa del mar.
¡Perfecto!",""
"Propietario del hotel
─Lo siento, pero
me han prohibido jugar
a las cartas.",""
"─¿Quieres jugar a las cartas?
Sí.
No.",""
"─De modo que conoces reglas de otras
regiones. ¿Por qué no jugamos
combinando las reglas de {Balamb}
con las nuestras?",""
"─De modo que conoces reglas de otras
regiones. ¿Por qué no jugamos
combinando las reglas de {Galbadia}
con las nuestras?",""
"─De modo que conoces reglas de otras
regiones. ¿Por qué no jugamos
combinando las reglas de {Trabia}
con las nuestras?",""
"─De modo que conoces reglas de otras
regiones. ¿Por qué no jugamos
combinando las reglas de {Centra}
con las nuestras?",""
"─De modo que conoces reglas de otras
regiones. ¿Por qué no jugamos
combinando las reglas de {Dollet}
con las nuestras?",""
"─De modo que conoces reglas de otras
regiones. ¿Por qué no jugamos
combinando las reglas de
Fisherman's Horizon con las nuestras?",""
"─De modo que conoces reglas de otras
regiones. ¿Por qué no jugamos
combinando las reglas del espacio 
con las nuestras?",""
"─De modo que conoces reglas de otras
regiones. ¿Por qué no jugamos
combinando las reglas de {Esthar}
con las nuestras?",""
"Para poder jugar necesitas
como mínimo 5 cartas.",""
"La regla {Blue}“abierto”{White} se ha
propagado a esta región.",""
"La regla {Blue}“igual”{White} se ha
propagado a esta región.",""
"La regla {Blue}“suma”{White} se ha
propagado a esta región.",""
"La regla {Blue}“mano mezclada”{White} se ha
propagado a esta región.",""
"La regla {Blue}“hasta la muerte”{White} se ha
propagado a esta región.",""
"La regla {Blue}“otro intento”{White} se ha
propagado a esta región.",""
"La regla {Blue}“pared”{White} se ha
propagado a esta región.",""
"La regla {Blue}“elemental”{White} se ha
propagado a esta región.",""
"La regla {Blue}“abierto”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“igual”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“suma”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“mano mezclada”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“hasta la muerte”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“otro intento”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“pared”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“elemental”{White} ha sido
abolida en esta región.",""
"«{Balamb}»",""
"«{Galbadia}»",""
"«{Trabia}»",""
"«{Centra}»",""
"«{Dollet}»",""
"«Fisherman's Horizon»",""
"«Espacio»",""
"«{Esthar}»",""
"«No hay reglas opcionales.»",""
"#bcsta_1","127"
"Empleado de la estación
─Los trenes funcionan según
el horario previsto.
{NewPage}
─Últimamente llegan pocos
turistas de {Galbadia}.
{NewPage}
─Mi experiencia me dice que
esto no es normal...",""
"Empleado de la estación
─Espero que no pase nada.",""
"Empleado de la estación
─Hasta ahora todos los Seeds que
he visto partir han vuelto sanos y salvos.
{NewPage}
─Por eso podéis estar tranquilos.
Buen viaje.",""
"Vendedora
─¿No necesitas comprar
nada antes de partir?
También tenemos souvenirs.",""
"─Oye, tienes un físico impresionante.",""
"─Soy fotógrafa. ¿No te interesaría
hacer de técnico de iluminación?
No.
¿Para qué?",""
"─Va a haber un gran desfile en {Galbadia}
y me gustaría ir.",""
"─Quiero sacar buenas fotos y
vendérselas bien caras a una
revista. ¿Me ayudarás?",""
"─Lástima.
Tú te lo pierdes.",""
"─¿Qué?
¿Qué quieres?",""
"─Estoy muerto.
Por cuestión de negocios, me paso el día
yendo arriba y abajo de {Balamb} a
{Timber} y viceversa.",""
"─En medio de {Timber} hay una pantalla
de televisión enorme. Me da la impresión
de que es más próspera que {Balamb}.",""
"─Pero el aire de {Timber} está muy
contaminado. Es asqueroso.",""
"─Si yo fuera el presidente de {Galbadia},
en vez de invadir {Dollet} invadiría {Balamb}.",""
"Empleado de la estación
─Ya os lo había dicho.
No se puede confiar en {Galbadia}.",""
"─Hace 30 años que hago el mismo
trabajo. Creedme, sé lo que digo.",""
"Empleado de la estación
─Está bien, admito que no sabía que
el {Yellow}capitán{White} dormía aquí.
Un error perdonable, ¿no?",""
"─No esperaba que {Galbadia}
nos invadiera.",""
"─Los tíos son más
despabilados de lo que parece.",""
"─¿Pero por qué invadir una ciudad tan
pequeña como {Balamb}? Hay lugares 
mucho más importantes.",""
"Empleado de la estación
─Ha llegado el tren
con destino a {Timber}.",""
"─Antes de subir, no os olvidéis de
comprar el billete.
Pagar 3.000 guiles.
No subir.",""
"─Por favor, dirigios al andén enseguida.
El tren con destino a {Timber}
está a punto de partir.",""
"─Lo siento, pero no tienes
suficiente dinero.",""
"─He oído a unos soldados de Galbadia
hablar sobre Esthar, el país misterioso.",""
"─Se ve que es un país muy avanzado.
Nadie sabe donde está ni qué clase 
de gente lo habita. Me pregunto cómo será.",""
"Empleado de la estación
─¿Para qué quieres ir al andén?
El tren todavía no ha llegado.",""
"─¿Juegas a las cartas?
Sí.
No.",""
"─Juguemos a cartas.
Sí.
No.",""
"─Veo que conoces reglas de otras
regiones. De acuerdo, juguemos
combinando las reglas de {Balamb}
con las nuestras.",""
"─Veo que conoces reglas de otras
regiones. De acuerdo, juguemos
combinando las reglas de {Galbadia}
con las nuestras.",""
"─Veo que conoces reglas de otras
regiones. De acuerdo, juguemos
combinando las reglas de {Trabia}
con las nuestras.",""
"─Veo que conoces reglas de otras
regiones. De acuerdo, juguemos
combinando las reglas de {Centra}
con las nuestras.",""
"─Veo que conoces reglas de otras
regiones. De acuerdo, juguemos
combinando las reglas de {Dollet}
con las nuestras.",""
"─Veo que conoces reglas de otras
regiones. De acuerdo, juguemos
combinando las reglas de Fisherman's
Horizon con las nuestras.",""
"─Veo que conoces reglas de otras
regiones. De acuerdo, juguemos
combinando las reglas del espacio
con las nuestras.",""
"─Veo que conoces reglas de otras
regiones. De acuerdo, juguemos
combinando las reglas de {Esthar}
con las nuestras.",""
"─Veo que conoces reglas de otras
regiones. De acuerdo, juguemos
combinando las reglas de {Balamb}
con las nuestras.",""
"─Veo que conoces reglas de otras
regiones. De acuerdo, juguemos
combinando las reglas de {Galbadia}
con las nuestras.",""
"─Veo que conoces reglas de otras
regiones. De acuerdo, juguemos
combinando las reglas de {Trabia}
con las nuestras.",""
"─Veo que conoces reglas de otras
regiones. De acuerdo, juguemos
combinando las reglas de {Centra}
con las nuestras.",""
"─Veo que conoces reglas de otras
regiones. De acuerdo, juguemos
combinando las reglas de {Dollet}
con las nuestras.",""
"─Veo que conoces reglas de otras
regiones. De acuerdo, juguemos
combinando las reglas de Fisherman's
Horizon con las nuestras.",""
"─Veo que conoces reglas de otras
regiones. De acuerdo, juguemos
combinando las reglas del espacio
con las nuestras.",""
"─Veo que conoces reglas de otras
regiones. De acuerdo, juguemos
combinando las reglas de {Esthar}
con las nuestras.",""
"Para poder jugar necesitas
como mínimo 5 cartas.",""
"La regla {Blue}“abierto”{White} se ha
propagado a esta región.",""
"La regla {Blue}“igual”{White} se ha
propagado a esta región.",""
"La regla {Blue}“suma”{White} se ha
propagado a esta región.",""
"La regla {Blue}“mano mezclada”{White} se ha
propagado a esta región.",""
"La regla {Blue}“hasta la muerte”{White} se ha
propagado a esta región.",""
"La regla {Blue}“otro intento”{White} se ha
propagado a esta región.",""
"La regla {Blue}“pared”{White} se ha
propagado a esta región.",""
"La regla {Blue}“elemental”{White} se ha
propagado a esta región.",""
"La regla {Blue}“abierto”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“igual”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“suma”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“mano mezclada”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“hasta la muerte”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“otro intento”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“pared”{White} ha sido
abolida en esta región.",""
"La regla {Blue}“elemental”{White} ha sido
abolida en esta región.",""
"Para poder jugar necesitas
como mínimo 5 cartas.",""
"Para poder jugar necesitas
como mínimo 5 cartas.",""
"«{Balamb}»",""
"«{Galbadia}»",""
"«{Trabia}»",""
"«{Centra}»",""
"«{Dollet}»",""
"«Fisherman's Horizon»",""
"«Espacio»",""
"«{Esthar}»",""
"«No hay reglas opcionales.»",""
"─¿Te gustaría jugar a las cartas?
Sí.
No.",""
"─Conoces unas reglas diferentes a las
de esta región. De acuerdo, juguemos
combinando las reglas de {Balamb}
con las de aquí.",""
"─Conoces unas reglas diferentes a las
de esta región. De acuerdo, juguemos
combinando las reglas de {Galbadia}
con las de aquí.",""
"─Conoces unas reglas diferentes a las
de esta región. De acuerdo, juguemos
combinando las reglas de {Trabia}
con las de aquí.",""
"─Conoces unas reglas diferentes a las
de esta región. De acuerdo, juguemos
combinando las reglas de {Centra}
con las de aquí.",""
"─Conoces unas reglas diferentes a las
de esta región. De acuerdo, juguemos
combinando las reglas de {Dollet}
con las de aquí.",""
"─Conoces unas reglas diferentes a las
de esta región. De acuerdo, juguemos
combinando las reglas de F. H.
con las de aquí.",""
"─Conoces unas reglas diferentes a las
de esta región. De acuerdo, juguemos
combinando las reglas del espacio
con las de aquí.",""
"─Conoces unas reglas diferentes a las
de esta región. De acuerdo, juguemos
combinando las reglas de {Esthar}
con las de aquí.",""
"Para poder jugar necesitas
como mínimo 5 cartas.",""
"Reina
─Soy la Reina de las cartas.
Viajo por el mundo velando por la
conservación de las reglas de
nuestro juego.",""
"Reina
─¿Sobre qué deseas enterarte?
(Las reglas de esta región.)
(Las reglas de pago.)
(Cómo se propagan las reglas.)",""
"Reina
─Las reglas del juego de cartas
propiamente dicho son diferentes
en cada región.
{NewPage}
─Pero a medida que tú viajas
de región a región, las reglas
se propagan contigo.
{NewPage}
─Las reglas de pago se propagan
progresivamente a partir de la región
donde el juego es más popular.
{NewPage}
─La popularidad del juego en las distintas
regiones también depende de tu itinerario.
{NewPage}
─Además, las reglas de pago
en la región donde me encuentro
pueden cambiar bajo mi influencia.",""
"Reina
─Las reglas de esta región, Balamb,
son las siguientes:",""
"“Abierto”",""
"“Igual”",""
"“Suma”",""
"“Mano mezclada”",""
"“Hasta la muerte”",""
"“Otro intento”",""
"“Pared”",""
"“Elemental”",""
"Reina
─Te ofrezco introducir una 
nueva regla en esta región, previo
pago de 30.000 guiles.",""
"Reina
─¿Deseas introducir esta
regla en Balamb?
Sí.
No.",""
"Reina
─Aparentemente, no te alcanza el dinero.",""
"Reina
─La región de Balamb es el origen
de la regla de pago actualmente en uso.",""
"Reina
─La región de Galbadia es el origen
de la regla de pago actualmente en uso.",""
"Reina
─La región de Trabia es el origen
de la regla de pago actualmente en uso.",""
"Reina
─La región de Dollet es el origen
de la regla de pago actualmente en uso.",""
"Reina
─La región de Centra es el origen
de la regla de pago actualmente en uso.",""
"Reina
─La región de F. H. es el origen
de la regla de pago actualmente en uso.",""
"Reina
─La región del espacio es el origen
de la regla de pago actualmente
en uso.",""
"Reina
─La región de Esthar es el origen
de la regla de pago actualmente
en uso.",""
"Reina
─Hay actividad de intercambio,
pero no mucha.",""
"Reina
─Hay un activo intercambio.",""
"Reina
─Hay un intercambio
extremadamente activo.",""
"Reina
─La regla de pago “una”
ha de propagarse a partir de esa región.",""
"Reina
─La regla de pago “diferencia”
ha de propagarse a partir de esa región.",""
"Reina
─La regla de pago “directo”
ha de propagarse a partir de esa región.",""
"Reina
─La regla de pago “todas”
ha de propagarse a partir de esa región.",""
"Reina
─Actualmente, las reglas de pago
muy arriesgadas no gozan de gran 
popularidad en el mundo.
{NewPage}
─En general puede decirse que
la regla de pago “una” se
está convirtiendo en el estándar.",""
"Reina
─Esta región ya no me interesa.
He de partir en busca de otros aires.",""
"Reina
─Esta región ya no me interesa.
He de partir rumbo a Balamb.",""
"Reina
─Esta región ya no me interesa.
He de partir rumbo a Galbadia.",""
