"ita","Comment"
"Preside Cid
“Ce l'abbiamo fatta.
 Ci stiamo girando.”",""
"Zell
“YEAH!!!”",""
"Quistis
“Evviva!
 Ce l'hai fatta!!”",""
"{Rinoa}
“Ce l'hai fatta {Squall}!”",""
"Irvine
“Fiùuu, c'è mancato poco.”",""
"Zell
“Ah...
 Il mareee......”",""
"Quistis
“Tenetevi!! Stiamo
 per schiantarci in mare!!”",""
"{Rinoa}
“Aahhh!!
 Il mare, il maaareee!”",""
"Irvine
“Maledizione......
 Ci voleva pure il mare!”",""
"Preside Cid
“Ragazzi! Aggrappatevi
 da qualche parte!”",""
"Preside Cid
“Bel lavoro ragazzi!”
{NewPage}
“Possiamo dire che ormai
 il peggio è passato.”",""
"{Squall}
“Dove ci stiamo dirigendo?”",""
"Preside Cid
“Finché non capiamo come pilotare
 il Garden, dovrai chiederlo al
 vento e alle onde.”",""
"Preside Cid
“Ok, credo che ci possiamo
 prendere un attimo di relax.”
{NewPage}
“Pensiamo con calma a cosa
 faremo da adesso in poi.”",""
"Preside Cid
“Ha ha ha! La mia
 stanza è sparita.”",""
"(Quante ore saranno passate da allora.)",""
"Preside Cid
«Per favore, restate calmi»
{NewPage}
«Per ragioni di sicurezza, è vietato
 uscire dal Garden fino a nuovo ordine»
{NewPage}
«Grazie per la vostra cooperazione»",""
"Preside Cid
“Grazie per essere venuto.”",""
"Preside Cid
“Questi sono i tuoi ordini.”",""
"Preside Cid
“Scenderai alla Fisherman's Horizon con
 Quistis e Zell.”
{NewPage}
“Ti scuserai con i capi per i problemi
 causati e dirai che è una missione di pace.”
{NewPage}
“Approfitterai dell'occasione per dare
 un'occhiata alla città.”",""
"Preside Cid
“Scenderai alla Fisherman's Horizon con
 {Rinoa} e Zell.”
{NewPage}
“Ti scuserai con i capi per i problemi
 causati e dirai che è una missione di pace.”
{NewPage}
“Approfitterai dell'occasione per dare
 un'occhiata alla città.”",""
"Preside Cid
“Scenderai alla Fisherman's Horizon con
 Irvine e Zell.”
{NewPage}
“Ti scuserai con i capi per i problemi
 causati e dirai che è una missione di pace.”
{NewPage}
“Approfitterai dell'occasione per dare
 un'occhiata alla città.”",""
"Preside Cid
“Scenderai alla Fisherman's Horizon con
 {Rinoa} e Quistis.”
{NewPage}
“Ti scuserai con i capi per i problemi
 causati e dirai che è una missione di pace.”
{NewPage}
“Approfitterai dell'occasione per dare
 un'occhiata alla città.”",""
"Preside Cid
“Scenderai alla Fisherman's Horizon con
 Irvine e Quistis.”
{NewPage}
“Ti scuserai con i capi per i problemi
 causati e dirai che è una missione di pace.”
{NewPage}
“Approfitterai dell'occasione per dare
 un'occhiata alla città.”",""
"Preside Cid
“Scenderai alla Fisherman's Horizon con
 {Rinoa} e Irvine.”
{NewPage}
“Ti scuserai con i capi per i problemi
 causati e dirai che è una missione di pace.”
{NewPage}
“Approfitterai dell'occasione per dare
 un'occhiata alla città.”",""
"{Squall}
“Ricevuto!”",""
"(Perché proprio io?)",""
"Preside Cid
“{Squall} cosa c' è?
 Non ti piacciono gli ordini?”",""
"{Squall}
“No.....”",""
"Preside Cid
“I SeeD non sono un semplice
 corpo militare.”
{NewPage}
“Voglio che, per quanto possibile,
 tu veda anche il mondo di fuori.”",""
"Preside Cid
“Adesso puoi andare.”",""
"Preside Cid
“{Squall}...... Il nostro
 destino è nelle tue mani.”",""
"(Ma che diavolo dice?)",""
"Preside Cid
“Ha ha ha...... No, non farci caso.”
{NewPage}
“Volevo solo dirti di stare attento a
 non spaventare quelli della Fisherman's.”",""
"Preside Cid
“D'accordo {Squall}?”",""
"Preside Cid
“Sono preoccupato per gli studenti.
 Puoi andare a dare un'occhiata?”",""
"Preside Cid
“Che cosa c'è?”",""
"Preside Cid
“Eh, giocare a carte?”
 Sì
 No",""
"Preside Cid
“{Squall}!
 Non penso sia il momento
 opportuno per giocare a carte.”",""
"Preside Cid
“Non c'è molto tempo,
 facciamo presto.”",""
"Preside Cid
“Conosci regole che
 da queste parti non usiamo.”
{NewPage}
“Che ne dici di mescolare le
 regole di {Balamb} con le nostre?”",""
"Preside Cid
“Conosci regole che
 da queste parti non usiamo.”
{NewPage}
“Che ne dici di mescolare le
 regole di {Galbadia} con le nostre?”",""
"Preside Cid
“Conosci regole che
 da queste parti non usiamo.”
{NewPage}
“Che ne dici di mescolare le
 regole di {Trabia} con le nostre?”",""
"Preside Cid
“Conosci regole che
 da queste parti non usiamo.”
{NewPage}
“Che ne dici di mescolare le
 regole di {Centra} con le nostre?”",""
"Preside Cid
“Conosci regole che
 da queste parti non usiamo.”
{NewPage}
“Che ne dici di mescolare le
 regole di {Dollet} con le nostre?”",""
"Preside Cid
“Conosci regole che
 da queste parti non usiamo.”
{NewPage}
“Che ne dici di mescolare le
 regole di F.H. con le nostre?”",""
"Preside Cid
“Conosci regole che
 da queste parti non usiamo.”
{NewPage}
“Che ne dici di mescolare le
 regole dello spazio con le nostre?”",""
"Preside Cid
“Conosci regole che
 da queste parti non usiamo.”
{NewPage}
“Che ne dici di mescolare le
 regole di {Esthar} con le nostre?”",""
"Con meno di 5 carte
non possiamo giocare.",""
"Regola: {Blue}‘Carte scoperte'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Plus'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Elementale'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Carte scoperte'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Plus'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Elementale'{White}
abolita da questa zona.",""
"“{Balamb}”",""
"“{Galbadia}”",""
"“{Trabia}”",""
"“{Centra}”",""
"“{Dollet}”",""
"“F.H.”",""
"“Spazio”",""
"“{Esthar}”",""
"“Senza regole a scelta.”",""
"#bg2f_11","138"
"",""
"",""
"",""
"(Allievo)
“Ah {Squall},
 hai lavorato sodo.",""
"{Squall}
“Anche tu!”",""
"(Allievo)
“Deve esser dura comandare!
 Fai attenzione......”",""
"{Squall}
“Non ti preoccupare.
 Fa attenzione anche tu.”",""
"{Squall}
“Cosa stai facendo?
 Qual è il tuo grado?”",""
"Cadetto
“Cadetto liv. 2 Magie indirette.”",""
"{Squall}
“Sei un MG di prima classe.
 Rapporto immediato al ponte!”",""
"MG di prima classe
“Sissignore!”",""
"{Squall}
“E voi?”",""
"Allievo FL3
“Allievo liv. 3 Compagnia del fuoco.”",""
"Apprendista FL1
“Stessa compagnia, apprendista liv. 1.”",""
"Infermiera
“Infermiera, compagnia A.”",""
"{Squall}
“Voi, di sopra al ponte!
 Tu, alle squadra di difesa!”",""
"“Ricevuto!”",""
"Allievo FL2
“Ugh......
 Ahhh......”",""
"Allievo MG2
“Il nostro Garden......
 Siamo finiti.”",""
"Infermiera
“Aiuto......”",""
"1°piano
3°piano",""
"«Lo scopo ultimo dei SeeD è
 distruggere la strega. Questa
 è la nostra vera battaglia»",""
"«È una battaglia dura e difficile.
 Ma non possiamo avere rimpianti.
 Nessuno rimpianga questo giorno!»",""
"Studentessa (ID #8)
“Mark non c'è!
 Ti prego cercalo!”",""
"(Non c'è altro da fare......)",""
"Studentessa (ID #8)
“Vi prego, cercate Mark!”",""
"(Non c'è altro da fare......)",""
"{Squall}
“Aspetta qui!”",""
"#bgsido_7","257"
"",""
"",""
"{Squall}
“Fine del rapporto.”",""
"{Squall}
“Ah, un'altra cosa.”
{NewPage}
“Sembra che i soldati di {Galbadia}
 avessero come primo obiettivo
 quello di cercare Ellione.”",""
"{Squall}
“Credo ci sia la strega
 Edea dietro tutto ciò.”",""
"(Ellione ha il potere di far rivivere
 esperienze di un mondo passato.)
{NewPage}
(La strega Edea la sta cercando per
 potersi impadronire di tale potere.)",""
"Preside Cid
“Quindi l'esercito di Galbadia,
 schierato con la strega, stava
 cercando Ellione a F.H.?”",""
"{Squall}
“E che l'avessero trovata
 oppure no......”
{NewPage}
“L'esercito aveva l'ordine di
 distruggere la città.”",""
"Preside Cid
“Ciò per ridurre il numero dei posti
 potenziali in cui si può nascondere.”",""
"(Logico......)",""
"Preside Cid
“La strega continuerà a bruciare
 e distruggere tutto lungo il suo
 cammino finché non troverà Ellione.”",""
"Preside Cid
“Non possiamo più esitare.”",""
"(Dobbiamo distruggere la strega.)",""
"Preside Cid
«Parla il preside Cid. Ho un
 annuncio da fare a voi tutti»",""
"Preside Cid
«Da ora in poi, il comando strategico
 e sulla nostra futura direzione sarà
 affidato a {Squall}»",""
"(Ma dice davvero?)",""
"Preside Cid
“Seguite i suoi ordini.”",""
"(Incredibile...)",""
"Preside Cid
«Qualsiasi obiezione mi venga
 riferita personalmente!»",""
"(Non ha chiesto il mio parere...)",""
"Preside Cid
“{Squall}, mi fido di te!”",""
"Preside Cid
“Questo è il tuo destino:”
{NewPage}
“Condurre l'esercito che
 distruggerà la strega.”",""
"{Squall}
“Non mi dica che la mia vita è
 già stata decisa fin dall'inizio!!”",""
"(Non me ne frega niente di combattere
 la strega, ma non lo posso evitare
 fino a quando sono SeeD.)",""
"(Fino a quando sono SeeD......?)",""
"(Lasciare la SeeD...?)",""
"(E se la lascio...
 cosa mi resta?)",""
"(Non ci voglio proprio
 pensare......)",""
"Quistis
“Comandante {Squall}, buon lavoro.”",""
"{Squall}
“Comandante?”",""
"Shu
“È meglio darti un titolo, no?
 L'abbiamo deciso io e Quistis.”",""
"Quistis
“Scusa se abbiamo deciso da sole!
 Abbiamo stabilito anche i nostri ruoli.”",""
"Shu
“Io mi occuperò della gestione
 delle provviste del Garden.”",""
"Quistis
“Io e la dott.ssa Kadowaki ci
 occuperemo degli studenti.”",""
"Quistis
“Tu ti occuperai delle rotte di
 viaggio e dei piani di battaglia.”",""
"Quistis
“Che ne pensi della divisione
 dei ruoli? Ti va bene?”",""
"{Squall}
“Non male.”",""
"Shu
“Bene, ho già alcuni
 rapporti da fare.”",""
"Nida
“Ehi {Squall}!”",""
"{Squall}
“Chi sei?”",""
"Nida
“Dai, sono io, Nida, abbiamo
 passato l'esame SeeD insieme.”
{NewPage}
“Non posso credere che
 te lo sia dimenticato.”",""
"{Squall}
“Me l'ero dimenticato.”",""
"Nida
“Sigh......”",""
"Nida
“Mah, è proprio da te......”",""
"Nida
“Lo sapevi che quelli della F.H.
 ci stavano riparando il Garden, no?”
{NewPage}
“Credo che hanno finito.
 E quindi......”",""
"Nida
“Lo sapevi che quelli di F.H
 ci stavano riparando il
 Garden, no?”
{NewPage}
“Ebbene, hanno finito.
 Quindi............”",""
"Nida
“Il Garden si può muovere.”",""
"Nida
“Ah, a proposito...”
{NewPage}
“Sarò io che guiderò
 il Garden.”",""
"Nida
“Non ti preoccupare, mi
 hanno insegnato come si
 guida questa cosa, fidati!”",""
"Nida
“Quando vuoi partire
 dimmelo, Ok?”",""
"Quistis
“Allora sappiamo dove
 dobbiamo andare?”",""
"Shu
“Aspetta, aspetta! Proviamo
 a tornare a {Blue}【{Balamb}】{White}.”
{NewPage}
“Non sappiamo cosa sia successo
 da quando ce ne siamo andati.”
{NewPage}
“Non vorrei che, essendo anche
 {Balamb} un porto, dopo F.H.
 toccasse proprio a loro.”",""
"Quistis
“Hai ragione.
 Cosa facciamo?”",""
"Shu
“La strega sta cercando
 Ellione, no?”
{NewPage}
“Vuol dire che, prima o poi,
 in qualche città salterà fuori.”",""
"Quistis
“Dovrebbero averla già cercata
 {Galbadia} visto che è la loro base.”
{NewPage}
“A F.H. hanno già mandato
 i loro soldati, quindi......”",""
"{Squall}
“【{Balamb}】, 【{Dollet}】......”
{NewPage}
“......o 【{Timber}】.
 Questi saranno i loro obiettivi.”",""
"Quistis
“Quali saranno i fini della strega?”
{NewPage}
“Non riesco a capire cosa voglia
 realmente......”",""
"Quistis
“Come starà Selphie?
 È un tipo molto sensibile
 a dispetto di quello che sembra.”",""
"Shu
“Dove sarà andata la nave
 dov'è salita Ellione!?”",""
"Shu
“Chi erano le persone
 di quella nave?”",""
"Nida
“Ok, partiamo?”
 (Sì)
 (No)",""
"{Squall}
“Aspettiamo ancora un po'.”",""
"{Squall}
“Partiamo! Vi guiderò verso
 la nostra destinazione.”
{NewPage}
“Avvisate tutti di fare attenzione
 quando ci muoveremo.”",""
"Nida
“Ricevuto!”",""
"Nida
«Questo è il ponte di comando»",""
"«Il Garden partirà fra poco.
 Prepararsi alla partenza»",""
"«Il comandante {Squall}
 vi saluta»",""
"Nida
“Partiamo?”
 (Sì)
 (No)",""
"Quistis
“Dove andiamo?”",""
"Selphie
“Eccomi qua ♫”",""
"{Squall}
“Cosa c'è?”",""
"Selphie
“La nostra destinazione?”",""
"{Squall}
“Ci stiamo pensando.”",""
"Selphie
“Dai, proviamo ad andare
 al Garden di {Trabia}, no?”",""
"Selphie
“Sta proprio all'interno delle
 montagne, forse la strega non
 arriverà fin là......”
{NewPage}
“Però non si può mai dire......”",""
"(Pensavo fosse stata distrutta
 dall'attacco dei missili.)
{NewPage}
(Ah, forse ci vuole andare
 proprio per verificare......)",""
"{Squall}
“Mettiamola tra le possibilità.”",""
"Selphie
“Grazie!”",""
"{Squall}
“Facciamo il punto
 della situazione.”",""
"{Squall}
“Il nostro scopo è trovare Ellione e
 proteggerla prima che la trovi Artemisia.”",""
"{Squall}
“Sappiamo che Ellione è salita
 sulla nave dei SeeD bianchi.”",""
"{Squall}
“Quindi, prima di tutto,
 dobbiamo trovare quella nave.”",""
"{Squall}
“Dovremo raccogliere informazioni
 sulla nave, ma prepariamoci
 anche a possibili scontri.”",""
"{Squall}
“Ah! La strega Edea
 è ritornata a casa.”",""
"{Squall}
“Probabilmente non è più un
 nostro nemico. Lasciamola stare.”",""
"Shu
“Mi dispiace dirlo ma......”
{NewPage}
“Non credo ci sia molta gente
 che voglia perdonare Edea.”",""
"{Squall}
“Mah, non possiamo farci niente!”",""
"Nida
“Avete deciso dove andare?”",""
"{Squall}
“{Esthar}.”",""
"Nida
“Oh no......”
{NewPage}
“{Esthar}, il regno del silenzio.”
{NewPage}
“Ma fra le montagne il Garden
 non si può muovere!”",""
"{Squall}
“È deciso, andiamo a {Esthar}.”",""
"Shu
“Ah, {Balamb}! Non è passato
 tanto tempo, ma ne sento nostalgia.”",""
"Shu
“Decisa la prossima destinazione?”",""
"Quistis
“Seifer, Fujin e Raijin......”
{NewPage}
“Sembra ieri che erano
 in questo Garden......”",""
"Quistis
“Selphie sta facendo di tutto
 per sembrare felice...”",""
"Shu
“La nave dei SeeD bianchi...
 Dove sarà finita?”",""
"Quistis
“L'orfanotrofio......
 Chissà com'è ridotto?”",""
"Shu
“Cercate un orfanotrofio vicino
 ad un faro? L'orfanotrofio non
 so dov'è, ma il faro......”
{NewPage}
“A {Blue}【sud】{White} della World Map
 c'è il continente {Blue}【Centra】{White}, no?
 Ad un angolo di Centra c'è un faro.”",""
"Quistis
“{Rinoa} è in infermeria. Vado
 a darle un'occhiata anch'io dopo.”",""
"Quistis
“Sembra che la madre sia
 tornata alla vecchia casa
 di pietra!”",""
"Quistis
“No...non posso crederci
 Edea è ‘la Madre'......”",""
"Quistis
“Sai dove si trova la nave
 dei SeeD bianchi?”",""
"Shu
“Volete proprio
 andare ad {Esthar}?”
{NewPage}
“Non mi piacciono i
 soldati di quel posto.”",""
"Quistis
“Il continente di {Esthar} è
 circondato da grandi montagne.”
{NewPage}
“Sono silenziose e paurose e
 nascondono e proteggono {Esthar}.”
{NewPage}
“Praticamente nessuno può entrare
 o uscire. Per questo è chiamato
 il ‘Regno del silenzio'.”",""
"Quistis
“Anche volando più in alto possibile
 col Garden, non oltrepasseremo i monti.”
{NewPage}
“Esiste solo una via per {Esthar}:
 una lunga strada che parte da F.H.”
{NewPage}
“Un tempo F.H aveva parecchi
 scambi commerciali con {Esthar}
 e quella strada ne è la prova.”",""
"Shu
“Salve!
 Quanto tempo che
 non ci si vede!”",""
"Shu
“Ehi, fammi salire su quell'astronave
 a forma di drago qualche volta.”",""
"Quistis
“Andiamo {Squall}.”",""
"Nida
“Uhm......”
{NewPage}
“Non sapevo che Shu
 fosse una della 4 figure...”",""
"Shu
“Shhhh, è un segreto!”",""
"Quistis
“Io lo sapevo.”",""
"Nida
“He he he, sono molto
 bravo a giocare a carte.”",""
"Nida
“Giochiamo?”
 Sì
 No",""
"Nida
“Ti farò vedere di cosa è
 capace il campione del Garden.”",""
"Se non hai almeno 5 carte
non possiamo giocare.",""
"Shu
“Ehi {Squall}, sono sorpresa!”
{NewPage}
“Non pensavo che il cavallo
 di picche potesse perdere.”
{NewPage}
“Ma sono felice, ultimamente
 non c'era nessuno che volesse
 competere con me.”
{NewPage}
“......o che potesse!”
{NewPage}
“Permetti che mi presenti.
 Sono la regina di cuori del
 gruppo CC.”
{NewPage}
“Quando ti va iniziamo pure.”",""
"Shu
“Ho PER-SO.”
{NewPage}
“Sapevo che prima o poi questo
 giorno sarebbe arrivato.”",""
"“Mah, accetto la sconfitta.
 Sei la seconda persona con
 la quale perdo.”
{NewPage}
“Chiaramente l'altra è il re
 del gruppo CC, il signore
 delle carte.”
{NewPage}
“Si farà vivo sicuramente
 ora che hai sconfitto le
 4 figure del gruppo CC.”
{NewPage}
“Mah......
 È una figura un po' volubile,
 forse è meglio che lo cerchi tu.”
{NewPage}
“Ma dopo, Ok? Adesso che ne dici
 se ci facciamo un'altra partita?”",""
"Shu
“Iniziamo?”
 Sì
 No",""
"Se non hai almeno 5 carte
non possiamo giocare.",""
"Quistis
“Allora, giochiamo?”
 Sì
 No",""
"Se non hai almeno 5 carte
non possiamo giocare.",""
"“Conosci regole che qui non si
 usano. Giochiamo mischiando le
 regole di {Balamb} con le nostre?”",""
"“Conosci regole che qui non si
 usano. Giochiamo mischiando le
 regole di {Galbadia} con le nostre?”",""
"“Conosci regole che qui non si
 usano. Giochiamo mischiando le
 regole di {Trabia} con le nostre?”",""
"“Conosci regole che qui non si
 usano. Giochiamo mischiando le
 regole di {Centra} con le nostre?”",""
