"ger","Comment"
"Reisender
“Seid ihr Einheimische?”
 Ja
 Nein",""
"“Hier soll es eine große Schule
 geben, die Balamb-Garden heißt.”",""
"“Die Schüler sollen dort eine
 Elite-Ausbildung genießen.”",""
"“Ich war früher mal Lehrer.
 Daher freue ich mich auf
 den Besuch im Balamb-Garden.”",""
"“Ihr seid doch auf Reisen?
 Wart ihr schon in {Timber}? In {Galbadia}
 bestimmt auch noch nicht, oder?”",""
"“Als ich klein war, lebten wir in
 {Galbadia}. Damals war das Land sehr
 belebt und voller Soldaten.”",""
"“Oops. Ich rede schon wieder zu
 viel. Ein anderes Mal wieder.”",""
"“Nun denn.”",""
"“Wir haben gehört, daß {Balamb} eine
 sehr ruhige Stadt ist......{Wait048}
 Genau das, was ich gesucht hatte.”",""
"“Davor waren wir in {Timber}.
 Die Stadt war attraktiv, auch
 wenn sie von {Galbadia} besetzt war.”",""
"“Spielen wir mal ne Runde?”
 Ok
 Nein",""
"“Du kennst neue Regeln?
 Laß uns unsere Regeln mit
 denen aus Balamb vermischen!”",""
"“Du kennst neue Regeln?
 Laß uns unsere Regeln mit
 denen aus Galbadia vermischen!”",""
"“Du kennst neue Regeln?
 Laß uns unsere Regeln mit
 denen aus Trabia vermischen!”",""
"“Du kennst neue Regeln?
 Laß uns unsere Regeln mit
 denen aus Centra vermischen!”",""
"“Du kennst neue Regeln?
 Laß uns unsere Regeln mit
 denen aus Dollet vermischen!”",""
"“Du kennst neue Regeln?
 Laß uns unsere Regeln mit
 denen aus F.H. vermischen!”",""
"“Du kennst neue Regeln?
 Laß uns unsere Regeln mit
 denen aus dem Weltall vermischen!”",""
"“Du kennst neue Regeln?
 Laß uns unsere Regeln mit
 denen aus Esthar vermischen!”",""
"Zum Spielen werden mindestens
5 Karten benötigt.",""
"Die {Blue}【Open】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Plus】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Random-Hand】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Suddendeath】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Retry】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Wall-Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Element】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Open】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Same】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Plus】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Random-Hand】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Suddendeath】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Retry】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Wall-Same】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Element】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"【Balamb】",""
"【Galbadia】",""
"【Trabia】",""
"【Centra】",""
"【Dollet】",""
"【F.H.】",""
"【Weltall】",""
"【Esthar】",""
"【Keine zusätzlichen Regeln.】",""
"#bccent_1","102"
"“Irgendwo auf der Welt
 ist immer ein Krieg.”
{NewPage}
“Auch wenn{xba}s euch nicht gefallen wird,
 muß ich daran denken, wenn ich euch sehe.”",""
"“Hi, Xell!
 Wie geht{xba}s?”",""
"Xell
“Tach! Mir geht{xba}s
 immer blendend!”",""
"“Du solltest Din
 Bescheid sagen. Sie wird
 sich sicherlich freuen.”",""
"“Ist Xell heute nicht dabei?
 .........hm.”",""
"“Heute ist ein ruhiger Tag.
 Den sollten wir uns durch
 ihn nicht verderben lassen.”",""
"“Nur wenn man davon betroffen
 ist,merkt man es......”
{NewPage}
“Krieg und Frieden
 sind sich immer
 sehr nahe.”",""
"“Hey, Xell!!
 Willkommen Zuhause!”",""
"“Yo! Ich muß mich aber gleich
 wieder auf die Socken machen!”",""
"“Sag aber Din Bescheid.
 Was auch immer passiert,
 hier ist dein Zuhause.”",""
"“Diese Rotznase ist wie ein
 Wirbelwind an mir vorbeigelaufen.”",""
"Mutter von der Rotznase
“Er kann sich nie ruhig verhalten.”",""
"“Hat er das vom Vater
 oder von der Mutter?”",""
"Mutter von der Rotznase
“He! Soll das ein Witz sein?”",""
"“Hauptsache, er ist gesund.”",""
"“Wenn er nicht...so wie Xell wird.”",""
"Mutter von der Rotznase
“(Seufz...).........”
{NewPage}
“Jetzt weiß ich endlich,
 wie Din zu Mute sein muß.”",""
"“Stimmt!
 Din ist in der Hinsicht
 wirklich großartig.”",""
"Mutter der Rotznase
“Guten Tag, Xell.”",""
"“Ich schätze deine
 Mutter wirklich.”",""
"“Besuch sie wenigstens mal, Xell.”",""
"“Er ist wieder wie ein
 Wirbelwind weggesaust.”",""
"Mutter der Rotznase
“Jaja...... er kann sich immer
 noch nicht ruhig verhalten.”",""
"“Ich bin aber froh,
 daß er jetzt wieder
 wie früher herumtobt.”",""
"Mutter der Rotznase
“Ja. Darüber bin ich
 auch wirklich glücklich.”",""
"“Hoffentlich wird er
 mal so wie Xell.”",""
"Mutter der Rotznase
“Aber ich darf ihn trotzdem
 nicht zu sehr verwöhnen.”
{NewPage}
“Wenn{xba}s sein muß, werde ich
 ihm die Ohren langziehen...
 Wie Din es gemacht hat.”",""
"“Wow! Du wirst ja zu einer
 richtigen Erzieherin!”",""
"Mutter von der Rotznase
“Guten Tag, Xell.”",""
"“Ich schätze deine
 Mutter wirklich.”",""
"“Besuch sie wenigstens mal, Xell.”",""
"Mutter der Rotznase
“Er hat schon wieder auf
 der Straße herumgetobt!”
{NewPage}
“Wie oft muß ich ihm sagen, daß
 er auf die Autos aufpassen soll!”",""
"Mutter der Rotznase
“Din hat mir heute wieder
 einen Gefallen getan.”
{NewPage}
“Sie ist die einzige,
 die bereit ist, auf
 mein Kind aufzupassen.”",""
"Mutter der Rotznase
“Guten Tag. Seid ihr Schüler
 am Garden? Viel Erfolg!”",""
"Verkäufer
“Willkommen!!”",""
"#bdenter1","129"
"",""
"",""
"",""
"“Die Mission: Erlangung eines niederen G.F.
 Hilfestellung durch eine SEED-Qualifizierte.
 Bist du bereit?”",""
"(Ja.)
(Bin noch nicht bereit...)",""
"{Squall}
“Ich bin bereit.”",""
"Quistis
“Ich leiste Hilfestellung.”",""
"Quistis
“Ausbilder Nr.14,
 Quistis Trepe.”",""
"“Wähle dein Zeit-Limit.
 Überlege gut was deiner Leistung entspricht.
 Nicht faulenzen und nicht hetzen.”",""
"10 Minuten
20 Minuten
30 Minuten
40 Minuten",""
"“Gut.
 Abmarsch.”",""
"“Die Mission: Erlangung eines niederen G.F. Hilfestellug durch eine SEED-Qualifizierte. Noch {Var0} Minuten bis zum Limit.”",""
"“Möchtest du raus?”
Ja
Nein",""
"“Gute Arbeit. Im Garden
 bekommst du die Bescheinigung.”",""
"#bdview1","136"
"",""
"",""
"",""
"Quistis
“So... jetzt zum Koppeln von Zauber.
 Hör gut zu.”
{NewPage}
“Es geht darum, wie man Zauber, die
 man gezogen hat, richtig anwendet.”",""
"Quistis
“Wenn du einen neuen Zauber gezogen
 hast, solltest du ihn erst einmal
 koppeln und schauen was passiert.”",""
"Quistis
“So, laß uns jetzt gehen.”",""
"Quistis
“Ähm......”",""
"Quistis
“Deine Gun-Blade......”
(......was ist damit?)
(Ich weiß, wie man sie bedient!)",""
"Quistis
“Du solltest dich nochmal vergewissern.”",""
"Quistis
“Sorry, sorry. Ich wollte nur
 mal auf Nummer sicher gehen.”",""
"Quistis
“Na dann, ab die Post!”",""
"Quistis
“{Squall}, es geht los. Alles Ok?
 Hast du auch die G.F. gekoppelt?”
(Ok.)
(...bin mir nicht sicher.)",""
"Quistis
“Gut. Gehen wir.”",""
"Quistis
“Was soll das heißen!?
 Für Schüler des {Balamb}-Gardens
 sind G.F. unverzichtbar!”",""
"Quistis
“Du führst doch die G.F. mit dir?”
(Ja, tu ich.)
(Ich glaube nicht.)",""
"Quistis
“Was soll das werden, hm!?
 Geh ins Klassenzimmer und
 schau in deinen Schulrechner!”",""
"Quistis
“Zuerst {Yellow}【G.F.】{White} koppeln.
 Danach kannst du {Yellow}【Ability】{White} auswählen
 und sie einzeln einsetzen.”",""
"Quistis
“Wenn du vergißt, Abilitys einzusetzen,
 kannst du die Kämpfe vergessen.”
{NewPage}
“Ich empfehle dir folgende Kombinationen:
 {Yellow}【G.F.】{White}+{Yellow}【Draw】{White}+{Yellow}【Item】{White} oder
 {Yellow}【Zaubern】{White}+{Yellow}【Draw】{White}+{Yellow}【Item】{White}.”
{NewPage}
“Wenn du die G.F. koppelst,
 werden die {Yellow}【Zauber-Kopplungen】{White}
 wirksam.”
{NewPage}
“Wenn du Zauber mit Statuswerten koppelst,
 kannst du deine Leistung steigern.
 So werden Zauber sinnvoll eingesetzt.”",""
"Quistis
“Wenn meine Erklärungen unverständlich sind,
 schau nochmal im {Yellow}【Tutorial】{White} nach.”
{NewPage}
“Mit {x0525} Menü öffnen und {Yellow}【Tutorial】{White} auswählen.
 Unter {Yellow}【Kopplung】{White} bekommst du
 alles genau erklärt.”",""
"#bdin4","134"
"",""
"",""
"",""
"#bdin3","133"
"",""
"",""
"",""
"#bdifrit1","130"
"Ifrit besiegen
Flag aufstellen",""
"",""
"",""
"Quistis
“So, jetzt wird{xba}s ernst.
 Bist du bereit?”",""
"Quistis
“Hm, die Frage war wohl überflüssig.”",""
"Quistis
“Wir haben zwar keine Zeit,
 aber hör mir gut zu.”",""
"Quistis
“Du hast doch jetzt die G.F.?”
{NewPage}
“Wenn du diese G.F. koppelst,
 kannst du Element-K einsetzen.”
{NewPage}
“Ich erkläre dir kurz mal,
 was Elemente überhaupt sind.”",""
"Quistis
“Da du hier meistens Monster
 mit Hitze-Elementen antriffst,”
{NewPage}
“solltest du am besten 【Eis】
 mit Element-Angriff koppeln.”",""
"#bdin2","132"
"",""
"",""
"",""
"Quistis
“Es gibt Schüler, die nicht die
 gewohnte Leistung erbringen,
 wenn sie mit mir zusammen sind.”",""
"“Scheint wohl an meinem
 Sexappeal zu liegen.”",""
"(......so was nennt sich Ausbilder.)",""
"Quistis
“War doch nur Spaß! Wollte nur,
 daß du dich entspannst.”",""
"#bdin1","131"
"",""
"",""
"",""
"Quistis
“Ich leiste nur bei Kämpfen Hilfestellung.
 Die Führung mußt du selbst übernehmen.”",""
"{Squall}
“Verstanden.”",""
"#bdin5","135"
"",""
"",""
"",""
"Quistis
“Du und Cifer seid eine Klasse für
 sich. Ihr seid wirklich stark.”",""
"#bggate_6","163"
"Kampf
Kampf",""
"“Hey da!”",""
"“Ohne Genehmigung verläßt niemand
 in Uniform den Garden!
 Zieh dich um, wenn du raus willst.”",""
"“SEED-Anwärter sollen sich doch
 {Blue}【vor dem Klassenzimmer im 2.Stock】{White}
 sammeln, oder nicht!?”",""
"“In der Nacht gilt Ausgangssperre!”",""
"“Wie oft muß ich das noch sagen?
 Wenn ihr unbedingt Minuspunkte
 kassieren wollt, werde ich es
 den Ausbildern melden!!”",""
"Der SEED-Level ist gefallen......",""
"“He-hey..., {Squall}.
 Die Pro-Masters haben die Monster
 aus der Übungshalle freigelassen.”
{NewPage}
“Sei vorsichtig. Die sind jetzt
 überall im Schulgebäude......”",""
"“Wenn du da rein willst,
 nimm das hier mit.”",""
"【Mega-Potion】 erhalten!",""
"“Ihr könnt nicht
 einfach hinaus.
 Geht zurück.”",""
"“Ich arbeite hier schon,
 seit es den Garden gibt.”",""
"“Ich dachte schon,
 daß alles aus ist.”",""
"“Jedes Jahr kommen immer wieder
 neue Rotznasen. Macht schon Spaß,
 sie alle anzudonnern.”",""
"“Was? Du willst mit mir spielen?”
Ja
Nein",""
"“Hm, du kennst Regeln,
 die es hier nicht gibt?”
{NewPage}
“In Ordnung. Nehmen wir die 
 {Balamb}-Regeln hinzu.”",""
"“Hm, du kennst Regeln,
 die es hier nicht gibt?”
{NewPage}
“In Ordnung. Nehmen wir die 
 {Galbadia}-Regeln hinzu.”",""
"“Hm, du kennst Regeln,
 die es hier nicht gibt?”
{NewPage}
“In Ordnung. Nehmen wir die 
 {Trabia}-Regeln hinzu.”",""
"“Hm, du kennst Regeln,
 die es hier nicht gibt?”
{NewPage}
“In Ordnung. Nehmen wir die 
 {Centra}-Regeln hinzu.”",""
"“Hm, du kennst Regeln,
 die es hier nicht gibt?”
{NewPage}
“In Ordnung. Nehmen wir die 
 {Dollet}-Regeln hinzu.”",""
"“Hm, du kennst Regeln,
 die es hier nicht gibt?”
{NewPage}
“In Ordnung. Nehmen wir die 
 F.H.-Regeln hinzu.”",""
"“Hm, du kennst Regeln,
 die es hier nicht gibt?”
{NewPage}
“In Ordnung. Nehmen wir die 
 Weltall-Regeln hinzu.”",""
"“Hm, du kennst Regeln,
 die es hier nicht gibt?”
{NewPage}
“In Ordnung. Nehmen wir die 
 {Esthar}-Regeln hinzu.”",""
"Zum Spielen werden mindestens
5 Karten benötigt.",""
"Die {Blue}【Open】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Plus】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Random-Hand】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Suddendeath】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Retry】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Wall-Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Element】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Open】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Same】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Plus】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Random-Hand】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Suddendeath】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Retry】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Wall-Same】{White}-Regel ist jetzt Out.",""
"Die {Blue}【Element】{White}-Regel ist jetzt Out.",""
"【{Balamb}】",""
"【{Galbadia}】",""
"【{Trabia}】",""
"【{Centra}】",""
"【{Dollet}】",""
"【F.H.】",""
"【Weltall】",""
"【{Esthar}】",""
"【Keine zusätzlichen Regeln.】",""
"#bghall_1","165"
"",""
"Trupp C-Schüler
“Hey, hast du gehört?”
{NewPage}
“Die Galbadianer hatten es
 auf die Antenne abgesehen.”",""
"Trupp D-Schüler
“Auch wenn die Antenne sendebereit
 ist, wer soll da was senden?”",""
"Trupp C-Schüler
“Wie meinst du das?”",""
"Trupp D-Schüler
“In der Prüfung kam mal die Frage...”
{NewPage}
“...warum Rundfunkwellen nicht mehr
 benutzt werden können.”",""
"Trupp D-Schüler
“{Squall}, was hast du denn
 als Antwort geschrieben?”
Weil es gesundheitsschädlich ist.
Wegen weltweiten Funkstörungen.",""
"{Squall}
“Rundfunk ist gesundheitsschädlich.”",""
"D-Trupp Schüler
“{Squall}, 5 Punkte Abzug......
 Deine Antwort ist falsch.”
{NewPage}
“Richtig wäre gewesen......”",""
"Trupp D-Schüler
“Wegen weltweiten Funkstörungen.
 Es begann plötzlich vor 17 Jahren.”
{NewPage}
“Deswegen werden Kuriere, Kabel und
 Chocobos zum Übermitteln von
 Nachrichten benutzt.”",""
"Trupp D-Schüler
“Ich sehe überhaupt keinen Sinn darin,
 Antennen wieder in Betrieb zu nehmen.”",""
"{Squall}
“Wegen weltweiten Funkstörungen.”",""
"Trupp D-Schüler
“Bingo~! Genau!”",""
"Trupp C-Schüler
“Ich will die Prüfung nicht
 bestehen. Ich weiß schon, daß
 ich als SEED nichts tauge.”",""
"Trupp C-Schüler
“Ich hab die praktische Prüfung
 verhauen. Sag{xba}s nicht weiter,
 aber ich hab in die Hose gemacht.”",""
"",""
"“Wie war{xba}s, Bruderherz?”",""
"“Autsch, mein Kreuz... wenn ich
 diese Schmerzen nicht hätte...”",""
"“Hm... schon wieder diese Tour......”",""
"“{Squall}, wie ist es
 bei dir gelaufen?”",""
"Keine Probleme.
So lala.",""
"“Dacht ich mir! Ich wünschte,
 mein Bruder wäre auch so gut.”",""
"“Kicher.
 Aber bei dir sehe ich
 keine Probleme, {Squall}.”",""
"“Wenn die Gesundheit mitgespielt hätte,
 wäre ich bestimmt weitergekommen.”",""
"«Die Teilnehmer der praktischen
 Prüfung, bitte umgehend
 {Blue}【vor dem Klassenzimmer im 2.St.】{White}
 sammeln.»
{NewPage}

«Ich wiederhole.»

{NewPage}
«Die Teilnehmer der praktischen
 Prüfung, bitte umgehend
 {Blue}【vor dem Klassenzimmer im 2.St.】{White}
 sammeln.»",""
"Garden Ausbilder
“Hast du die Durchsage nicht gehört?
 {Blue}【Vor dem Klassenzimmer im 2.St.】{White}
 sammeln!”",""
"“Eins zwo, eins zwo.
 Ich trainiere für meine Kondition.”",""
"“Ich bin nach der Prüfung im
 letzten Jahr zum SEED geworden.
 Nun, ich drück dir die Daumen.”",""
"“Aber vorher mußt du
 dir deinen G.F. holen.
 Sonst kannst du{xba}s vergessen.”",""
"“Hey, ich hab gehört, daß du dich
 wieder mit Cifer eingelassen hast.”
{NewPage}
“Diesmal hat es DICH erwischt, oder?
 Hm, schade um deine schöne Visage.”",""
"“Hey, Troublemaker! Bereite den
 anderen nicht immer Probleme.”",""
"“Ach, {Squall}.
 Die Trepe hat am Haupttor
 auf dich gewartet.”",""
"“Hä?
 Wo das Haupttor ist?”
{NewPage}
“Hör auf Blödsinn zu fragen.
 Es gibt hier doch nur ein
 Haupttor. Im Süden.”",""
"“Hast du etwa vergessen,
 wie man den Wegweiser bedient?”",""
"“Moin, moin~.
 Alles Gute für die SEED-Prüfung.”",""
"“Angeblich werden während der
 SEED-Prüfung sogar private
 Gespräche abgecheckt.”",""
"“Puh, der Unterricht
 ist doch jetzt zu Ende?”",""
"“Yep.”",""
"“Wollen wir nicht in die Mensa
 bevor wir zurückgehen?”",""
"“Warum nicht.”",""
"“Ach ja, können wir vorher
 in die Bücherei? Ich muß
 noch was nachschauen.”",""
"“Ok~.”",""
"“Moin, moin~.
 Viel Glück für euren ersten Einsatz.”",""
"“Find ich mega-cool.
 Ihr habt einen richtigen Job.”",""
"“Hey, weißt du schon?
 In diesem Garden gibt{xba}s einen
 Karten-Klub, genannt die CC-Freaks.”
{NewPage}
“Das ist eine Gruppe von Freaks,
 die ständig nach Mitspielern
 für ein Kartenspiel suchen.”
{NewPage}
“Es ist für einen Spieler eine
 Ehre, von den CC-Freaks zu einem
 Spiel aufgefordert zu werden.”",""
"“Ob die mich nicht mal
 zu einem Spiel auffordern?”",""
"“Der Typ hier mag zwar Karten,
 will aber nie spielen.”",""
"{Squall}
“Das da ist der Wegweiser.”",""
"“Heeey, hör mal!
 Du nimmst doch heute an
 der SEED-Prüfung teil?”",""
"{Squall}
“Ja.”",""
"“Dann sehen wir uns vielleicht
 nachher. Die Theorie habe ich
 in meinem alten Garden gemacht.”
{NewPage}
“Ich nehme heute auch an der
 SEED-Prüfung teil~.
 Ich wünsch uns beiden Glück.”",""
"“Bis später~.”",""
"“Und danke, danke~.”",""
"【Speicherpunkt】
Zum Sichern des Spielstandes, das
Menü öffnen und 【Speichern】 wählen.",""
"“Hm, Karten? Bei den SEEDS
 ist es gerade ein Mega-Hit.”",""
"“Also los.”
Ok
Nein",""
"“Ah, Karten? Ist gerade
 ein Hit bei uns SEEDS.”",""
"“Wollen wir?”
Ja
Nein",""
"Zum Spielen werden mindestens
5 Karten benötigt.",""
"“Wie wär{xba}s mit nem Karten-Match?”
Ja
Nein",""
"“Ein Kartenspiel gefällig?”
Ja
Nein",""
"“Du kennst Regeln,
 die hier nicht üblich sind?”
{NewPage}
“Ok~. Tun wir die {Balamb}-Regeln
 dazunehmen.”",""
"“Du kennst Regeln,
 die hier nicht üblich sind?”
{NewPage}
“Ok~. Tun wir die {Galbadia}-Regeln
 dazunehmen.”",""
"“Du kennst Regeln,
 die hier nicht üblich sind?”
{NewPage}
“Ok~. Tun wir die {Trabia}-Regeln
 dazunehmen.”",""
"“Du kennst Regeln,
 die hier nicht üblich sind?”
{NewPage}
“Ok~. Tun wir die {Centra}-Regeln
 dazunehmen.”",""
"“Du kennst Regeln,
 die hier nicht üblich sind?”
{NewPage}
“Ok~. Tun wir die {Dollet}-Regeln
 dazunehmen.”",""
"“Du kennst Regeln,
 die hier nicht üblich sind?”
{NewPage}
“Ok~. Tun wir die F.H.-Regeln
 dazunehmen.”",""
"“Du kennst Regeln,
 die hier nicht üblich sind?”
{NewPage}
“Ok~. Tun wir die Weltall-Regeln
 dazunehmen.”",""
"“Du kennst Regeln,
 die hier nicht üblich sind?”
{NewPage}
“Ok~. Tun wir die {Esthar}-Regeln
 dazunehmen.”",""
"“Ah, du kennst Regeln,
 die hier nicht benutzt werden.”
{NewPage}
“Dann nehmen wir die {Balamb}-Regeln
 hinzu, oder?”",""
"“Ah, du kennst Regeln,
 die hier nicht benutzt werden.”
{NewPage}
“Dann nehmen wir die {Galbadia}-Regeln
 hinzu, oder?”",""
