"eng","Comment"
"Big Bad Rascal
“Don't cry.
 I'll sneak out and
 check up on'em.”",""
"Little Girl
“...But...
 There's a soldier there...”",""
"Big Bad Rascal
“I'm faster than a speedin' bullet!
 I can outrun anyone!”",""
"Little Girl
“...But...”",""
"Big Bad Rascal
“TRUST ME!”",""
"“Hee, I'm ok now.
 I got my daddy's cards.”",""
"“I'm gonna keep'em as a good luck charm.
 I'll be ok now.”",""
"“Hmm... I'm not sure where the {Yellow}captain{White}
 could be... Besides, I don't even know
 who the {Yellow}captain{White} is.”",""
"“A kid or an animal would know a lot more
 about ‘hideouts' and ‘escape routes'.”",""
"“These are my daddy's cards but...
 I'll play with you for a little while.”
Yes
No",""
"“You know a different rule
 than the one we play with here, right?
 Let's play a game with
 Balamb's rules and ours.”",""
"“You know a different rule
 than the one we play with here, right?
 Let's play a game with
 Galbadia's rules and ours.”",""
"“You know a different rule
 than the one we play with here, right?
 Let's play a game with
 Trabia's rules and ours.”",""
"“You know a different rule
 than the one we play with here, right?
 Let's play a game with
 Centra's rules and ours.”",""
"“You know a different rule
 than the one we play with here, right?
 Let's play a game with
 Dollet's rules and ours.”",""
"“You know a different rule
 than the one we play with here, right?
 Let's play a game with
 FH's rules and ours.”",""
"“You know a different rule
 than the one we play with here, right?
 Let's play a game with
 Lunar's rules and ours.”",""
"“You know a different rule
 than the one we play with here, right?
 Let's play a game with
 Esthar's rules and ours.”",""
"You need 5 or more
cards to play.",""
"The {Blue}“Open”{White} rule has spread
throughout this region.",""
"The {Blue}“Same”{White} rule has spread
throughout this region.",""
"The {Blue}“Plus”{White} rule has spread
throughout this region.",""
"The {Blue}“Random”{White} rule has spread
throughout this region.",""
"The {Blue}“Sudden Death”{White} rule has spread
throughout this region.",""
"The {Blue}“Retry”{White} rule has spread
throughout this region.",""
"The {Blue}“Same Wall”{White} rule has spread
throughout this region.",""
"The {Blue}“Elemental”{White} rule has spread
throughout this region.",""
"The {Blue}“Open”{White} rule was abolished
from this region.",""
"The {Blue}“Same”{White} rule was abolished
from this region.",""
"The {Blue}“Plus”{White} rule was abolished
from this region.",""
"The {Blue}“Random”{White} rule was abolished
from this region.",""
"The {Blue}“Sudden Death”{White} rule was abolished
from this region.",""
"The {Blue}“Retry”{White} rule was abolished
from this region.",""
"The {Blue}“Same Wall”{White} rule was abolished
from this region.",""
"The {Blue}“Elemental”{White} rule was abolished
from this region.",""
"“Balamb”",""
"“Galbadia”",""
"“Trabia”",""
"“Centra”",""
"“Dollet”",""
"“FH”",""
"“Lunar”",""
"“Esthar”",""
"“No optional rules”",""
"#bchtr_1","110"
"【Save Point】
 Access the Menu and select
 [Save] to save your game.",""
"Found an old issue of [Timber Maniacs]!
{Wait016}...{Wait016}...{Wait016}...{Wait016}......You finished reading it!",""
"(?)",""
"“Where's Zell?”",""
"“He escaped!?”",""
"“Hey, hey, hey!
 I hear voices from down there!
 I hear a girl's voice, too!”",""
"“(sigh...){Wait048}  By the way,
 Zell was a problem child, too, wasn't he...?”",""
"“Hm???  Wonder if he went back
 towards his house?”",""
"#bcsta_1","127"
"Station Staff
“The trains are running
 on schedule.”
{NewPage}
“There aren't many tourists
 coming from {Galbadia}.”
{NewPage}
“From my experiences,
 in this situation...”",""
"Station Staff
“...I hope everything is all right.”",""
"Station Staff
“So far, all the SeeDs that I have
 seen off have come back safely.”
{NewPage}
“So there's nothing for you to worry about.
 Have a safe trip.”",""
"Gift Shop Employee
“Do you need to buy anything before you go?
 We carry various gifts, too.”",""
"“Hey, you have a
 pretty nice physique.”",""
"“I'm a professional photographer.
 Wanna be a spotlight technician?”
No way
Why do you need one?",""
"“There's gonna be a big parade in {Galbadia},
 and I'm thinking of going.”",""
"“I wanna take a lot of nice pictures
 and sell them to a magazine.”",""
"“I wanna take a lot of nice pictures
 and sell them and make big money.”
{NewPage}
“We'll split everything 70/30.
 Actually, how about 80/20?”
{NewPage}
“Y'know what, forget about it.”",""
"“Fine.  You don't know
 what you're missing.”",""
"“Ok, thanks anyway.”",""
"“Man, I'm beat.  I've been going back and
 forth between {Timber} and {Balamb} on business.”
{NewPage}
“It's gonna last for a while.
 I'm sick of traveling.”",""
"“{Timber} has this huge TV in the middle
 of the city.  I think business is
 better there than it is here.”",""
"“The air over there is terrible, though.
 It makes me sick.”",""
"“If I were the President of {Galbadia}
 I would take over {Balamb} instead
 of {Dollet}.”",""
"Station Staff
“I told you!
 You can never trust {Galbadia}.”",""
"“Hey, I've been on station staff for
 30 years.  30 years!  Trust me.”",""
"Station Staff
“I admit, I didn't know the {Yellow}captain{White}
 was sleeping in there.  But come on,
 who would've guessed he was in there?”",""
"“It sure was shocking to actually
 be taken over by {Galbadia}.”",""
"“I guess {Galbadia} wasn't
 blind and stupid after all.”",""
"“But why'd they bother trying to
 take over {Balamb}?  There's plenty of
 better places to invade.”",""
"Station Staff
“The train to {Timber} is here.”",""
"“Please purchase
 a train ticket.”
3,000 Gil
Don't purchase",""
"“Please go inside right away.
 The train to {Timber} will be leaving shortly.”",""
"“I'm sorry but you don't have enough...”",""
"“I overheard Galbadian
 soldiers talking about
 Esthar...”",""
"“It's supposed to be some super high tech
 country, but nobody knows where it is.
 I wonder what the people there are like?”",""
"Station Staff
“You can go inside, but
 the train isn't here yet.”",""
"“By the way, how about a game of cards?”
Yes
No",""
"“Let's play cards.”
Yes
No",""
"“People say you know rules
 unfamiliar to this region.
 Let's play a game with
 Balamb's rules and ours.”",""
"“People say you know rules
 unfamiliar to this region.
 Let's play a game with
 Galbadia's rules and ours.”",""
"“People say you know rules
 unfamiliar to this region.
 Let's play a game with
 Trabia's rules and ours.”",""
"“People say you know rules
 unfamiliar to this region.
 Let's play a game with
 Centra's rules and ours.”",""
"“People say you know rules
 unfamiliar to this region.
 Let's play a game with
 Dollet's rules and ours.”",""
"“People say you know rules
 unfamiliar to this region.
 Let's play a game with
 FH's rules and ours.”",""
"“People say you know rules
 unfamiliar to this region.
 Let's play a game with
 Lunar's rules and ours.”",""
"“People say you know rules
 unfamiliar to this region.
 Let's play a game with
 Esthar's rules and ours.”",""
"“I heard you know rules
 unfamiliar to this region.
 Let's play a game with
 Balamb's rules and ours.”",""
"“I heard you know rules
 unfamiliar to this region.
 Let's play a game with
 Galbadia's rules and ours.”",""
"“I heard you know rules
 unfamiliar to this region.
 Let's play a game with
 Trabia's rules and ours.”",""
"“I heard you know rules
 unfamiliar to this region.
 Let's play a game with
 Centra's rules and ours.”",""
"“I heard you know rules
 unfamiliar to this region.
 Let's play a game with
 Dollet's rules and ours.”",""
"“I heard you know rules
 unfamiliar to this region.
 Let's play a game with
 FH's rules and ours.”",""
"“I heard you know rules
 unfamiliar to this region.
 Let's play a game with
 Lunar's rules and ours.”",""
"“I heard you know rules
 unfamiliar to this region.
 Let's play a game with
 Esthar's rules and ours.”",""
"You need 5 or more
cards to play.",""
"The {Blue}“Open”{White} rule has spread
throughout this region.",""
"The {Blue}“Same”{White} rule has spread
throughout this region.",""
"The {Blue}“Plus”{White} rule has spread
throughout this region.",""
"The {Blue}“Random”{White} rule has spread
throughout this region.",""
"The {Blue}“Sudden Death”{White} rule has spread
throughout this region.",""
"The {Blue}“Retry”{White} rule has spread
throughout this region.",""
"The {Blue}“Same Wall”{White} rule has spread
throughout this region.",""
"The {Blue}“Elemental”{White} rule has spread
throughout this region.",""
"The {Blue}“Open”{White} rule was abolished
from this region.",""
"The {Blue}“Same”{White} rule was abolished
from this region.",""
"The {Blue}“Plus”{White} rule was abolished
from this region.",""
"The {Blue}“Random”{White} rule was abolished
from this region.",""
"The {Blue}“Sudden Death”{White} rule was abolished
from this region.",""
"The {Blue}“Retry”{White} rule was abolished
from this region.",""
"The {Blue}“Same Wall”{White} rule was abolished
from this region.",""
"The {Blue}“Elemental”{White} rule was abolished
from this region.",""
"You need 5 or more
cards to play.",""
"You need 5 or more
cards to play.",""
"“Balamb”",""
"“Galbadia”",""
"“Trabia”",""
"“Centra”",""
"“Dollet”",""
"“FH”",""
"“Lunar”",""
"“Esthar”",""
"“No optional rules”",""
"“You wish to challenge me?”
Yes
No",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Balamb's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Galbadia's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Trabia's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Centra's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Dollet's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 FH's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Lunar's rules and ours.”",""
"“You seem to know rules
 unfamiliar to this region.
 Let's play a game with
 Esthar's rules and ours.”",""
"You need 5 or more
cards to play.",""
"Queen
“I am the Queen of Cards.  I travel
 all over the world to monitor and
 enforce the various card rules.”",""
"Queen
“What do you want to know?”
(This region's rules)
(The current trend of the trading rules)
(How are the rules passed on?)",""
"Queen
“Basically, each region
 has its own rules.”
{NewPage}
“The rules you're carrying
 are passed on as you travel
 to various regions.”
{NewPage}
“As for the trading rules, they gradually
 spread out from a region where the
 card game is most popular.”
{NewPage}
“Of course, this region can change constantly
 depending on your course and actions.”
{NewPage}
“Also, my presence in a region
 can change its trading rules
 at times.”",""
"Queen
“The following rules have been
 accepted in Balamb.”",""
"[Open]",""
"[Same]",""
"[Plus]",""
"[Random]",""
"[Sudden Death]",""
"[Retry]",""
"[Same Wall]",""
"[Elemental]",""
"Queen
“Pay me 30,000 Gil,
 and I will pass on
 a new rule to this region.”",""
"Queen
“Do you want to pass on
 this rule to the Balamb region?”
Yes
No",""
"Queen
“You don't have enough money.”",""
"Queen
“Currently, the trading rule is
 based on Balamb's rule.”",""
"Queen
“Currently, the trading rule is
 based on Galbadia's rule.”",""
"Queen
“Currently, the trading rule is
 based on Trabia's rule.”",""
"Queen
“Currently, the trading rule is
 based on Dollet's rule.”",""
"Queen
“Currently, the trading rule is
 based on Centra's rule.”",""
"Queen
“Currently, the trading rule is
 based on FH's rule.”",""
"Queen
“Currently, the trading rule is
 based on Lunar's rule.”",""
"Queen
“Currently, the trading rule is
 based on Esthar's rule.”",""
"Queen
“There is little trading
 taking place.”",""
"Queen
“There is much trading
 taking place.”",""
"Queen
“There is some trading
 taking place.”",""
"Queen
“Trading rule ‘One' will
 spread out from this region.”",""
"Queen
“Trading rule ‘Diff' will
 spread out from this region.”",""
"Queen
“Trading rule ‘Direct' will
 spread out from this region.”",""
"Queen
“Trading rule ‘All' will
 spread out from this region.”",""
"Queen
“Currently, everybody 
 in the world is avoiding
 risky card trades.”
{NewPage}
“For the most part, the level of activity
 has been moderate.  The trend is heading
 toward trading rule ‘One'.”",""
"Queen
“This region is getting boring.
 I'm going to travel to a new region.”",""
"Queen
“This region is getting boring
 I'm going to head toward Balamb.”",""
"Queen
“This region is getting boring
 I'm going to head toward Galbadia.”",""
"Queen
“This region is getting boring
 I'm going to head toward Trabia.”",""
